_id	Month Year	Age	Sex	Homicide (Murder)	Other Homicide	Attempted Murder	Conspiracy to Murder	Manslaughter (excl. by driving)	Manslaughter Unlawful Striking Causing Death	Driving Causing Death	Assault	Grievous Assault	Serious Assault	Serious Assault (Other)	Common Assault'	Sexual Offences	Rape and Attempted Rape	Other Sexual Offences	Robbery	Armed Robbery	Unarmed Robbery	Other Offences Against the Person	Kidnapping & Abduction etc.	Extortion	Stalking	Life Endangering Acts	Offences Against the Person	Unlawful Entry	Unlawful Entry With Intent - Dwelling	Unlawful Entry Without Violence - Dwelling	Unlawful Entry With Violence - Dwelling	Unlawful Entry With Intent - Shop	Unlawful Entry With Intent - Other	Arson	Other Property Damage	Unlawful Use of Motor Vehicle	Other Theft (excl. Unlawful Entry)	Stealing from Dwellings	Shop Stealing	Vehicles (steal from/enter with intent)	Other Stealing	Fraud	Fraud by Computer	Fraud by Cheque	Fraud by Credit Card	Identity Fraud	Other Fraud	Handling Stolen Goods	Possess Property Suspected Stolen	Receiving Stolen Property	Possess etc. Tainted Property	Other Handling Stolen Goods	Offences Against Property	Drug Offences	Trafficking Drugs	Possess Drugs	Produce Drugs	Sell Supply Drugs	Other Drug Offences	Prostitution Offences	Found in Places Used for Purpose of Prostitution Offences	Have Interest in Premises Used for Prostitution Offences	Knowingly Participate in Provision Prostitution Offences	Public Soliciting	Procuring Prostitution	Permit Minor to be at a Place Used for Prostitution Offences	Advertising Prostitution	Other Prostitution Offences	Liquor (excl. Drunkenness)	Gaming Racing & Betting Offences	Breach Domestic Violence Protection Order	Trespassing and Vagrancy	Weapons Act Offences	Unlawful Possess Concealable Firearm	Unlawful Possess Firearm - Other	Bomb Possess and/or use of	Possess and/or use other weapons; restricted items	Weapons Act Offences - Other	Good Order Offences	Disobey Move-on Direction	Resist Incite Hinder Obstruct Police	Fare Evasion	Public Nuisance	Stock Related Offences	Traffic and Related Offences	Dangerous Operation of a Vehicle	Drink Driving	Disqualified Driving	Interfere with Mechanism of Motor Vehicle	Miscellaneous Offences	Other Offences
62	NOV01	Adult	Male	5	18	9	4	1	0	4	614	27	296	56	235	162	47	115	42	21	21	129	15	0	22	92	970	579	334	303	31	75	170	12	602	213	937	67	283	258	329	548	9	61	97	0	381	317	49	95	169	4	3208	1659	6	791	110	48	704	35	4	0	3	27	0	0	0	1	71	0	437	99	324	14	85	3	115	107	1596	25	666	24	881	0	2060	82	1623	352	3	61	6342
63	NOV01	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
64	NOV01	Juvenile	Female	0	0	0	0	0	0	0	63	2	28	5	28	3	0	3	1	1	0	4	1	0	0	3	71	38	17	15	2	6	15	1	72	22	335	5	295	10	25	14	0	1	7	0	6	16	1	11	3	1	498	70	0	39	1	6	24	6	0	0	1	5	0	0	0	0	20	0	0	14	4	0	0	0	4	0	90	4	30	3	53	0	11	2	9	0	0	0	215
65	NOV01	Juvenile	Male	0	1	1	0	0	0	0	119	8	54	17	40	23	7	16	16	10	6	17	2	0	3	12	176	383	172	170	2	65	146	10	426	128	642	39	328	113	162	86	0	1	6	0	79	71	18	28	25	0	1746	292	0	145	8	6	133	0	0	0	0	0	0	0	0	0	43	0	5	56	49	2	12	4	24	7	330	7	141	28	154	0	88	11	56	20	1	27	890
66	NOV01	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
67	DEC01	Adult	Female	3	1	1	0	0	0	0	160	15	53	15	77	4	1	3	6	4	2	19	1	0	3	15	193	64	44	35	9	5	15	0	87	26	304	19	192	32	61	191	0	34	48	0	109	77	16	18	41	2	749	479	3	217	28	12	219	49	5	0	10	33	0	0	0	1	7	0	42	7	24	2	6	0	8	8	337	1	137	8	191	0	484	13	440	30	1	10	1439
68	DEC01	Adult	Male	2	22	17	0	1	0	4	783	51	353	80	299	228	30	198	72	45	27	108	19	2	21	66	1215	657	382	328	54	102	173	16	669	228	1130	62	277	238	553	473	2	65	168	0	238	247	38	39	161	9	3420	1763	1	860	141	47	714	41	1	0	4	35	1	0	0	0	61	0	426	105	243	10	56	1	94	82	1716	24	718	28	946	3	2276	66	1901	309	0	51	6685
69	DEC01	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	3
70	DEC01	Juvenile	Female	0	0	0	0	0	0	0	57	1	26	5	25	0	0	0	4	1	3	1	0	0	0	1	62	41	15	15	0	5	21	0	53	23	444	11	386	14	33	29	0	0	16	0	13	21	6	2	13	0	611	67	0	27	2	2	36	0	0	0	0	0	0	0	0	0	23	0	0	8	2	0	0	0	2	0	94	2	43	4	45	0	7	2	5	0	0	3	204
71	DEC01	Juvenile	Male	0	3	2	0	0	0	1	125	2	65	13	45	21	7	14	19	9	10	23	1	1	0	21	191	448	170	165	5	88	190	13	452	172	627	26	304	152	145	47	1	1	3	0	42	92	21	27	42	2	1851	272	0	123	9	7	133	0	0	0	0	0	0	0	0	0	39	1	4	111	38	0	5	3	24	6	265	1	107	19	138	0	82	13	63	6	0	19	831
72	DEC01	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	JAN02	Adult	Female	2	6	4	0	0	0	2	186	15	70	22	79	0	0	0	9	5	4	29	2	2	3	22	232	113	87	79	8	5	21	3	85	48	349	23	210	52	64	227	0	42	21	0	164	83	12	13	57	1	908	412	1	174	26	9	202	20	6	2	3	9	0	0	0	0	17	1	35	13	32	1	7	0	16	8	349	4	124	11	210	0	343	5	315	23	0	17	1239
74	JAN02	Adult	Male	9	20	12	1	2	0	5	664	42	303	72	247	180	39	141	57	38	19	123	16	0	23	84	1053	652	373	333	40	108	171	13	664	313	1006	58	257	376	315	523	5	94	101	0	323	297	45	88	158	6	3468	1653	3	756	133	31	730	14	0	1	3	9	1	0	0	0	75	1	486	119	264	12	70	4	93	85	1588	27	655	19	887	4	2049	72	1623	353	1	60	6313
75	JAN02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	JAN02	Juvenile	Female	1	1	1	0	0	0	0	52	1	19	4	28	0	0	0	9	2	7	6	0	0	3	3	69	52	23	22	1	13	16	0	82	23	397	13	336	15	33	16	0	0	4	0	12	25	3	9	12	1	595	53	0	30	0	1	22	1	0	0	0	1	0	0	0	0	20	0	0	17	4	0	0	0	3	1	102	1	45	8	48	0	16	0	14	1	1	1	214
77	JAN02	Juvenile	Male	0	0	0	0	0	0	0	155	4	61	22	68	35	9	26	38	28	10	27	2	0	1	24	255	475	193	187	6	99	183	16	556	145	682	36	288	175	183	32	1	0	6	0	25	89	17	25	46	1	1995	270	0	139	3	5	123	0	0	0	0	0	0	0	0	0	54	0	7	129	40	0	9	2	20	9	343	8	119	49	167	0	68	15	44	8	1	27	938
78	JAN02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79	FEB02	Adult	Female	1	1	1	0	0	0	0	143	10	55	10	68	5	1	4	3	2	1	17	2	1	1	13	170	70	58	52	6	3	9	5	81	45	391	21	247	23	100	248	2	23	97	0	126	91	17	19	54	1	931	425	0	183	25	14	203	27	5	2	5	15	0	0	0	0	13	1	39	15	23	0	3	1	15	4	270	1	88	8	173	1	344	5	306	33	0	10	1168
80	FEB02	Adult	Male	3	15	13	0	2	0	0	583	34	274	66	209	159	36	123	50	30	20	120	22	3	25	70	930	656	379	348	31	84	193	15	602	241	1044	55	316	321	352	548	0	95	156	0	297	250	32	53	163	2	3356	1684	2	755	151	46	730	14	0	0	2	11	1	0	0	0	80	0	399	114	230	12	59	5	80	74	1220	23	528	20	649	5	1830	50	1464	314	2	67	5643
81	FEB02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
82	FEB02	Juvenile	Female	0	0	0	0	0	0	0	51	1	20	6	24	0	0	0	7	2	5	1	0	0	0	1	59	29	14	13	1	6	9	0	30	24	266	6	225	9	26	21	1	0	1	0	19	23	5	12	6	0	393	57	0	21	2	4	30	1	0	0	0	1	0	0	0	0	24	0	0	24	9	0	3	0	2	4	72	0	30	6	36	0	12	2	9	1	0	1	200
83	FEB02	Juvenile	Male	0	1	0	0	0	0	1	119	1	57	12	49	28	11	17	32	11	21	15	6	0	0	9	195	510	165	155	10	124	221	8	350	227	552	28	208	175	141	27	0	2	12	0	13	59	17	15	27	0	1733	251	0	113	12	11	115	0	0	0	0	0	0	0	0	0	39	0	1	75	31	0	10	2	14	5	196	5	74	21	96	0	74	8	56	10	0	22	689
84	FEB02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	MAR02	Adult	Female	0	0	0	0	0	0	0	124	11	49	8	56	6	0	6	10	6	4	30	2	0	5	23	170	64	43	39	4	9	12	1	73	28	349	19	217	19	94	203	1	14	103	0	85	87	21	20	46	0	805	388	2	181	16	7	182	24	6	2	6	10	0	0	0	0	17	0	23	17	33	0	8	0	16	9	354	3	135	3	213	0	390	10	344	36	0	10	1256
86	MAR02	Adult	Male	3	12	7	0	1	0	4	661	37	342	52	230	125	28	97	51	31	20	88	8	1	16	63	940	679	354	313	41	118	207	23	487	276	878	54	239	309	276	523	19	81	132	0	291	306	46	62	185	13	3172	1672	7	771	105	78	711	22	7	1	1	10	3	0	0	0	61	0	411	116	217	11	43	5	97	61	1550	15	622	20	893	2	2113	64	1669	379	1	65	6229
87	MAR02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
88	MAR02	Juvenile	Female	0	0	0	0	0	0	0	53	0	25	6	22	1	0	1	1	0	1	3	1	0	0	2	58	72	44	44	0	10	18	2	47	37	294	14	231	19	30	17	0	0	10	0	7	25	7	9	9	0	494	52	0	18	1	2	31	1	0	0	0	1	0	0	0	0	21	0	0	23	7	1	0	0	5	1	75	2	32	7	34	0	5	1	4	0	0	0	184
89	MAR02	Juvenile	Male	1	3	1	0	0	0	2	149	3	82	10	54	33	14	19	18	3	15	18	2	0	1	15	222	466	138	136	2	125	203	14	286	203	617	18	280	168	151	31	1	4	3	0	23	85	21	34	30	0	1702	277	0	141	4	15	117	0	0	0	0	0	0	0	0	0	44	0	6	101	50	4	7	6	24	9	283	11	102	27	143	0	61	9	46	6	0	18	840
90	MAR02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91	APR02	Adult	Female	0	3	1	0	2	0	0	166	4	63	21	78	4	0	4	11	5	6	20	1	0	6	13	204	142	110	101	9	22	10	3	63	60	416	25	264	33	94	251	0	42	63	0	146	104	15	31	58	0	1039	470	0	219	24	14	213	27	6	2	6	11	2	0	0	0	9	0	42	13	22	1	7	0	6	8	370	6	132	18	214	0	449	5	411	33	0	18	1420
92	APR02	Adult	Male	1	6	3	0	0	0	3	565	44	284	60	177	182	37	145	61	38	23	96	16	1	27	52	911	883	474	455	19	120	289	14	599	273	812	69	250	250	243	539	9	84	119	0	327	243	35	59	149	0	3363	1610	2	773	105	51	679	24	1	1	2	20	0	0	0	0	50	0	369	94	238	12	54	2	101	69	1233	14	484	17	718	2	2166	72	1696	397	1	53	5839
93	APR02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
94	APR02	Juvenile	Female	0	0	0	0	0	0	0	41	1	13	2	25	1	0	1	1	0	1	1	0	0	0	1	44	96	54	54	0	16	26	1	42	35	359	12	305	15	27	34	0	0	27	0	7	16	6	5	5	0	583	72	0	37	3	2	30	0	0	0	0	0	0	0	0	0	20	0	0	20	2	0	0	0	2	0	90	0	33	16	41	0	5	0	5	0	0	3	212
95	APR02	Juvenile	Male	0	0	0	0	0	0	0	129	5	68	12	44	27	4	23	21	10	11	13	0	0	2	11	190	530	192	186	6	92	246	15	348	204	690	28	298	220	144	16	1	1	2	0	12	94	15	31	48	0	1897	328	0	165	6	9	148	0	0	0	0	0	0	0	0	0	32	0	4	112	47	2	4	2	31	8	264	9	101	37	117	0	79	10	62	7	0	27	893
96	APR02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97	MAY02	Adult	Female	0	1	0	0	0	0	1	160	19	60	17	64	1	0	1	8	6	2	18	4	0	0	14	188	56	39	32	7	8	9	0	78	30	437	14	290	25	108	333	5	76	122	0	130	137	25	26	82	4	1071	513	0	235	29	19	230	41	14	3	7	14	3	0	0	0	10	0	28	15	16	1	4	0	5	6	311	6	125	6	174	0	439	5	401	33	0	11	1384
98	MAY02	Adult	Male	2	15	8	0	0	0	7	599	30	298	66	205	197	36	161	62	47	15	109	20	1	15	73	984	629	379	333	46	80	170	12	496	260	1002	44	293	355	310	599	14	78	131	0	376	275	53	57	160	5	3273	1856	7	889	111	43	806	50	10	11	11	15	3	0	0	0	52	0	396	109	254	17	61	2	93	81	1325	20	555	23	727	5	2249	82	1740	427	0	57	6353
99	MAY02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100	MAY02	Juvenile	Female	0	0	0	0	0	0	0	69	2	25	5	37	1	0	1	2	2	0	12	4	0	0	8	84	60	17	12	5	16	27	1	58	47	410	10	348	20	32	17	2	0	3	0	12	26	9	6	11	0	619	71	0	32	1	7	31	2	0	0	0	2	0	0	0	0	30	0	0	27	4	0	0	0	4	0	96	2	39	5	50	0	13	3	10	0	0	4	247
101	MAY02	Juvenile	Male	0	2	2	0	0	0	0	174	10	80	13	71	32	9	23	21	12	9	20	1	0	0	19	249	592	217	214	3	125	250	13	404	188	746	40	323	202	181	64	3	6	3	0	52	92	22	32	38	0	2099	347	0	174	8	26	139	0	0	0	0	0	0	0	0	0	51	1	4	132	47	0	4	1	35	7	237	3	96	42	96	0	88	18	58	12	0	28	935
102	MAY02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
103	JUN02	Adult	Female	0	2	1	0	1	0	0	138	7	55	12	64	5	0	5	3	3	0	24	2	0	4	18	172	58	45	35	10	3	10	1	93	54	392	26	182	27	157	417	0	28	195	0	194	92	14	21	55	2	1107	409	3	167	18	36	185	49	11	3	8	27	0	0	0	0	7	0	26	11	21	2	3	1	10	5	275	1	117	8	149	0	397	2	351	44	0	23	1218
104	JUN02	Adult	Male	5	13	9	0	1	0	3	558	28	250	67	213	180	36	144	44	19	25	105	15	1	28	61	905	693	330	307	23	125	238	13	501	249	934	54	298	271	311	747	5	126	120	0	496	227	49	41	135	2	3364	1822	9	843	107	74	789	47	1	1	4	39	2	0	0	0	55	0	385	87	279	12	62	8	97	100	1419	12	576	17	814	1	2176	69	1736	370	1	63	6334
105	JUN02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
106	JUN02	Juvenile	Female	0	0	0	0	0	0	0	67	1	34	4	28	2	0	2	7	2	5	11	4	0	0	7	87	46	23	21	2	7	16	1	44	24	356	7	287	15	47	59	0	0	18	0	41	21	4	11	6	0	551	100	0	53	0	4	43	3	0	0	1	1	1	0	0	0	18	0	1	25	4	0	0	0	4	0	99	4	39	18	38	0	13	0	12	1	0	4	267
107	JUN02	Juvenile	Male	0	3	2	0	1	0	0	131	4	66	9	52	33	4	29	29	9	20	20	1	0	0	19	216	416	184	178	6	71	161	11	332	171	583	20	287	129	147	30	0	0	2	0	28	87	22	22	43	0	1630	319	0	166	7	15	131	0	0	0	0	0	0	0	0	0	37	0	5	83	54	0	9	3	33	9	274	2	108	56	108	0	79	16	51	12	0	25	876
108	JUN02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109	JUL02	Adult	Female	0	2	2	0	0	0	0	174	13	57	17	87	3	0	3	8	4	4	29	1	0	1	27	216	49	38	33	5	1	10	4	73	28	441	28	217	42	154	417	0	41	232	0	144	103	13	26	63	1	1115	635	2	271	31	14	317	33	6	3	6	18	0	0	0	0	10	0	43	10	25	1	6	0	13	5	336	7	137	10	182	0	386	7	326	53	0	11	1489
110	JUL02	Adult	Male	5	8	6	0	0	0	2	635	38	301	54	242	195	33	162	66	39	27	99	18	1	17	63	1008	817	460	436	24	104	253	19	606	246	1054	60	256	351	387	792	5	127	221	0	439	324	63	66	188	7	3858	2367	8	1140	142	62	1015	44	3	2	1	37	1	0	0	0	63	0	418	97	307	17	73	6	123	88	1445	22	588	20	815	4	2295	64	1755	476	0	62	7102
111	JUL02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
112	JUL02	Juvenile	Female	0	0	0	0	0	0	0	82	4	35	7	36	1	0	1	4	1	3	11	2	0	2	7	98	41	25	20	5	2	14	1	70	18	382	11	327	14	30	30	0	2	8	0	20	29	6	6	17	0	571	68	0	33	2	4	29	0	0	0	0	0	0	0	0	0	26	0	1	13	5	1	1	0	2	1	79	1	24	17	37	0	13	0	12	0	1	16	221
113	JUL02	Juvenile	Male	0	1	1	0	0	0	0	105	4	45	7	49	104	11	93	14	4	10	75	0	0	0	75	299	397	196	193	3	56	145	13	423	164	815	25	414	163	213	59	7	1	4	0	47	82	20	29	33	0	1953	329	0	164	9	7	149	0	0	0	0	0	0	0	0	0	48	0	1	111	49	1	3	4	33	8	240	2	74	49	115	0	98	22	51	25	0	26	902
114	JUL02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
115	AUG02	Adult	Female	1	5	4	1	0	0	0	162	13	57	23	69	8	4	4	2	1	1	28	2	0	6	20	206	52	38	33	5	2	12	3	70	30	371	33	209	31	98	315	0	56	105	0	154	98	14	23	60	1	939	543	4	240	28	21	250	35	2	0	2	26	0	0	3	2	17	0	36	26	34	2	9	1	15	7	346	8	144	8	186	1	492	7	421	64	0	14	1544
116	AUG02	Adult	Male	1	10	5	1	0	0	4	644	31	299	68	246	185	36	149	59	36	23	121	13	0	27	81	1020	565	294	268	26	81	190	11	693	216	971	71	291	266	343	528	60	89	91	0	288	286	51	63	161	11	3270	1941	12	924	107	51	847	110	3	5	6	87	5	0	3	1	76	0	414	119	305	20	69	5	120	91	1560	21	640	21	878	5	2469	75	1858	535	1	70	7069
117	AUG02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	1	0	0	4
118	AUG02	Juvenile	Female	0	0	0	0	0	0	0	58	1	22	3	32	2	0	2	7	0	7	8	2	0	0	6	75	42	26	25	1	3	13	0	59	30	358	6	299	10	43	17	1	0	1	0	15	16	2	5	9	0	522	66	0	30	0	0	36	0	0	0	0	0	0	0	0	0	27	1	2	14	3	0	0	0	3	0	84	0	29	13	42	0	16	2	12	1	1	2	215
119	AUG02	Juvenile	Male	0	0	0	0	0	0	0	137	5	59	7	66	24	5	19	23	11	12	31	0	0	0	31	215	524	187	181	6	116	221	14	419	232	688	15	312	172	189	35	0	11	7	0	17	75	21	31	22	1	1987	368	0	176	3	24	165	0	0	0	0	0	0	0	0	0	52	0	5	100	59	0	4	3	47	5	242	7	109	27	99	0	83	15	50	17	1	42	951
120	AUG02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	SEP02	Adult	Female	1	4	4	0	0	0	0	160	9	54	17	80	6	0	6	12	11	1	28	2	0	6	20	211	83	62	58	4	4	17	1	62	32	348	14	228	34	72	274	1	49	98	0	126	72	16	11	45	0	872	572	3	247	34	15	273	33	0	1	14	16	1	0	1	0	7	0	41	18	25	0	6	0	12	7	329	2	130	5	192	0	442	3	371	68	0	13	1480
122	SEP02	Adult	Male	2	9	6	0	1	0	2	592	30	259	49	254	175	37	138	32	19	13	84	8	1	16	59	894	462	242	219	23	86	134	6	477	254	946	73	252	304	317	691	4	114	183	0	390	261	53	49	153	6	3097	2093	12	954	156	64	907	52	0	0	5	45	1	0	0	1	68	1	422	78	350	13	84	6	129	118	1606	23	663	39	881	3	2326	69	1730	526	1	81	7080
123	SEP02	Adult	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
124	SEP02	Juvenile	Female	0	0	0	0	0	0	0	51	1	22	3	25	0	0	0	8	0	8	6	0	0	0	6	65	39	20	20	0	3	16	0	52	9	368	3	340	5	20	36	0	1	19	0	16	18	5	6	6	1	522	69	0	38	3	2	26	0	0	0	0	0	0	0	0	0	12	0	0	17	4	0	0	0	4	0	61	2	23	9	27	0	12	1	11	0	0	5	180
125	SEP02	Juvenile	Male	0	0	0	0	0	0	0	121	6	57	15	43	45	7	38	14	6	8	25	3	0	2	20	205	445	164	161	3	63	218	18	344	160	656	19	347	152	138	25	2	2	2	0	19	66	16	23	25	2	1714	330	0	156	10	16	148	0	0	0	0	0	0	0	0	0	45	0	2	82	61	2	5	1	44	9	227	1	99	23	104	0	84	11	59	14	0	31	862
126	SEP02	Juvenile	Not Stated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
127	OCT02	Adult	Female	1	4	4	0	0	0	0	145	5	56	13	71	3	0	3	2	2	0	36	3	0	0	33	191	80	70	64	6	1	9	1	61	23	311	24	201	15	71	263	1	54	75	0	133	95	21	21	53	0	834	521	1	233	33	12	242	32	0	0	9	21	0	0	1	1	12	0	39	12	42	1	11	0	22	8	337	7	121	10	199	0	490	5	420	65	0	10	1495
128	OCT02	Adult	Male	2	9	7	0	1	0	1	624	36	287	62	239	161	41	120	34	25	9	93	12	1	18	62	923	580	319	298	21	85	176	12	485	195	994	102	271	244	377	629	5	70	133	0	421	280	46	43	188	3	3175	2093	7	998	124	61	903	146	0	0	0	145	1	0	0	0	73	0	444	100	320	18	82	2	129	89	1512	24	615	17	856	1	2419	89	1808	518	4	69	7177
